Identificador,Provincia,Municipio,Zona,Tipo,Precio,Dimensión,Habitaciones,Lavabos,Planta,Ascensor,Parking,Estado,Calefacción,Agua caliente,Antigüedad,Orientación,Amueblado,Consumo,Emisiones,Vendedor,Imagen
160467642,huesca, Barbastro, Barbastro,Piso,21900 ,67 ,3 ,7 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,E,G,Haya Real Estate,SI
153667309,huesca, Jaca, Casco Antiguo - Ciudadela,Piso,119000 ,90 ,3 ,7 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,Kutxabank,SI
160393859,huesca, Puente la Reina de Jaca, Puente la Reina de Jaca,Casa o chalet,65000 ,156  terreno,2 ,7 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,Particular: mericrisi@hotmail.com,SI
144921966,huesca, Siétamo, Siétamo,Casa adosada,53000 ,157 ,2 ,2 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,Particular: Angel,SI
147186492,huesca, Binaced, Binaced,Casa o chalet,90000 ,90  terreno,4 ,2 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,B,Particular: Mercedes,SI
155930840,huesca, Huesca Capital, Casco Antiguo,Piso,235000 ,116 ,4 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,PISOSENHUESCA.COM,SI
159325833,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,68400 ,85 ,3 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,D,D,PISOSENHUESCA.COM,SI
159387410,huesca, Huesca Capital, Perpetuo Socorro,Piso,114000 ,43 ,3 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,FINCAS ALCORAZ,SI
160453718,huesca, Monzón, Monzón,Piso,115000 ,112 ,3 ,2 ,,SI,,,,,,,,A,A,Particular: dguillennovellon@hotmail.com,SI
156661151,huesca,Abiego,Abiego,Casa adosada,120000 ,290 ,4 ,2 ,,SI,Privado,,,,+ 100 años,,Sí,G,G,INMOR,SI
158948679,huesca, Sariñena, Sariñena,Casa o chalet,12000 ,70 ,3 ,2 ,,SI,Privado,,,,50 a 70 años,,Sí,E,G,Haya Real Estate,SI
160444929,huesca, Huesca Capital, Los Olivos,Piso,162000 ,72 ,2 ,2 ,,SI,Comunitario,,,,10 a 20 años,,No,G,G,ESPATIUM,SI
160444748,huesca, Huesca Capital, Los Olivos,Piso,159000 ,72 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Este,No,G,G,ESPATIUM,SI
139891138,huesca,Santa Cruz de la Serós,Santa Cruz de la Serós,Casa adosada,210000 ,112 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Este,No,G,G,GOIERRI SERVICIOS INMOBILIARIOS,SI
160434955,huesca,Monzón,Barrio Palomar - C/ Zaragoza,Casa o chalet,110000 ,263 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Este,No,G,G,INMOJACILLA,SI
160339757,huesca, Capella, Capella,Casa adosada,72000 ,100 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,B,B,Particular: Anuncio Particular,SI
157402394,huesca, Huesca Capital,Los Olivos,Piso,30000 ,60 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,GIA,SI
160400630,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Casa o chalet,300000 ,160 ,6 ,2 ,,SI,Privado,Casi nuevo,Gasóleo,Gas Natural,10 a 20 años,Este,Sí,G,G,FINCAS SERRABLO,SI
160387875,huesca,Bisaurri, España,Casa o chalet,180000 ,114 ,3 ,2 ,,SI,Privado,Casi nuevo,Gasóleo,Gas Natural,10 a 20 años,Este,Sí,G,G,FINCAS ANETO,SI
159625838,huesca,Alcubierre,Alcubierre,Casa o chalet,36000 ,150 ,2 ,2 ,,SI,Privado,Casi nuevo,Gasóleo,Gas Natural,10 a 20 años,Este,Sí,G,G,OUTLETDEVIVIENDAS,SI
133883667,huesca, Foradada del Toscar, Foradada del Toscar,Finca rústica,75000 ,60 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gasóleo,Gas Natural,5 a 10 años,Este,Sí,G,G,Particular: VÍCTOR GARCÍA,SI
160340366,huesca, Barbastro, Barbastro,Piso,30500 ,75 ,3 ,2 ,,SI,Comunitario,Casi nuevo,Gasóleo,Gas Natural,50 a 70 años,Este,Sí,E,G,Haya Real Estate,SI
160333031,huesca, Huesca Capital, San José,Piso,195000 ,147 ,4 ,2 ,,SI,Comunitario,Muy bien,Gasóleo,Gas Natural,50 a 70 años,Sur,Sí,G,G,SUVIVIENDA,SI
149690523,huesca,Valle de Hecho,Valle de Hecho,Piso,220000 ,170 ,4 ,2 ,,SI,Comunitario,Muy bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,C,C,Particular: ANABEL,SI
160325373,huesca, Sallent de Gállego, Sallent de Gállego,Apartamento,99000 ,36 ,4 ,2 ,,SI,Comunitario,Muy bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,C,C,Particular: Anuncio Particular,SI
149659112,huesca, Ayerbe, Ayerbe,Dúplex,104000 ,104 ,3 ,2 ,,SI,Comunitario,Muy bien,Gasóleo,Gasóleo,10 a 20 años,Sur,Sí,G,G,SIXTYHOME,SI
160304178,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,66000 ,90 ,3 ,2 ,,SI,Comunitario,Muy bien,Gas Natural,Gasóleo,10 a 20 años,Sur,Sí,G,G,FINCAS SERRABLO,SI
160293816,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,60000 ,50 ,3 ,2 ,,SI,Comunitario,Muy bien,Electricidad,Electricidad,10 a 20 años,Sur,Sí,G,G,FINCAS SERRABLO,SI
143682597,huesca,Monzón,Centro - Plz. Estación,Piso,34000 ,70 ,3 ,2 ,,SI,Comunitario,A reformar,Electricidad,Electricidad,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
151901274,huesca, Monzón, Monzón,Casa o chalet,95000 ,155 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
153696580,huesca, Monzón, Monzón,Casa o chalet,89000 ,220 ,2 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
154955500,huesca, Monzón, Monzón,Casa o chalet,59000 ,120 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
159603212,huesca, Monzón, Monzón,Piso,77000 ,135 ,4 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
153177931,huesca, Monzón, Monzón,Piso,79000 ,115 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
157467297,huesca, Monzón, Monzón,Piso,70000 ,100 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INMOJACILLA,SI
159432344,huesca, Almuniente, Almuniente,Casa o chalet,74500 ,240 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,SIXTYHOME,SI
158984902,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,99000 ,95 ,3 ,2 ,,SI,Comunitario,Bien,Gas Natural,Gas Natural,30 a 50 años,Sur,Sí,G,G,ESPATIUM,SI
160246508,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Apartamento,99000 ,45 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160246508,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Apartamento,99000 ,45 ,,,,SI,Privado,Bien,Gas Natural,Gas Natural,,Oeste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
148417465,huesca, Las Peñas de Riglos, Las Peñas de Riglos,Finca rústica,164000 ,363 ,4 ,3 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,+ 100 años,Oeste,Sí,F,G,FINCAS JACA,SI
160232792,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Piso,63000 ,116 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,+ 100 años,Oeste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
159868785,huesca, Boltaña, Boltaña,Piso,108000 ,75 ,2 ,2 ,,SI,Privado,Muy bien,Gasóleo,Gas Natural,+ 100 años,Oeste,Sí,G,G,EUROPIRINEOS,SI
160137450,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,46000 ,45 ,2 ,2 ,,SI,Privado,Reformado,Gas Natural,Gas Natural,30 a 50 años,Sur,Sí,E,E,Particular: Sergio,SI
160220703,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Piso,124000 ,98 ,4 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160218481,huesca, Jaca, Poblaciones norte,Casa o chalet,195000 ,230 ,5 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
155117417,huesca,Benasque, España,Apartamento,186700 ,45 ,5 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS ANETO,SI
154707295,huesca,Benasque, España,Apartamento,186700 ,45 ,5 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS ANETO,SI
154158006,huesca,Benasque, España,Apartamento,254000 ,65 ,2 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS ANETO,SI
159395287,huesca,Benasque, España,Planta baja,242100 ,57 ,2 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS ANETO,SI
160187062,huesca,Jaca,Jaca - Poblaciones norte,Casa o chalet,85000 ,200 ,4 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,30 a 50 años,Sur,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160173540,huesca, Abiego, Abiego,Casa adosada,15000 ,160 ,2 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,30 a 50 años,Sur,Sí,E,E,Particular: Rubén/Oscar,SI
160171523,huesca,Tamarite de Litera,Tamarite De Litera,Casa o chalet,185000 ,221 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,30 a 50 años,Sur,Sí,G,G,DON PISO SERVICIOS INMOBILIARIOS,SI
155712431,huesca, Huesca Capital, San Lorenzo,Planta baja,A consultar,1056 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,30 a 50 años,Sur,Sí,G,G,ALISEDA SERVICIOS DE GESTION INMOBILIARIA,SI
160167142,huesca, Boltaña, Boltaña,Finca rústica,320000 ,175 ,4 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
160165592,huesca, Graus, Graus,Piso,34000 ,50 ,2 ,2 ,,SI,Privado,A reformar,Electricidad,Electricidad,70 a 100 años,Sur,Sí,G,G,Particular: Ramon,SI
160162456,huesca, Monzón, Monzón,Casa o chalet,165000 ,340 ,6 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,70 a 100 años,Sur,Sí,G,G,INMOJACILLA,SI
160089624,huesca, Almudévar, Almudévar,Casa o chalet,135000 ,148 ,5 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,BOTO´S SERVICIOS INTEGRALES,SI
159688841,huesca, Huesca Capital,Perpetuo Socorro,Piso,24400 ,50 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,Profesional,SI
159689691,huesca,Sariñena,Sariñena,Piso,35200 ,231 ,4 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,Profesional,SI
159500449,huesca, Ayerbe, Ayerbe,Piso,85000 ,94 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,FINCAS ALCORAZ,SI
158009385,huesca, Huesca Capital, Perpetuo Socorro,Piso,24000 ,64 ,2 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,E,G,Haya Real Estate,SI
158137922,huesca, Peralta de Alcofea, Peralta de Alcofea,Casa o chalet,49000 ,224 ,4 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,G,G,Haya Real Estate,SI
158008569,huesca, Castiello de Jaca, Castiello de Jaca,Dúplex,121470 ,81 ,2 ,,,,,,,,10 a 20 años,,,E,G,Haya Real Estate,SI
158000519,huesca, Fraga, Fraga,Piso,56000 ,91 ,4 ,2 ,,,,,,,10 a 20 años,,,E,G,Haya Real Estate,SI
158007237,huesca, Zaidín, Zaidín,Piso,63000 ,129 ,4 ,2 ,,,,,,,30 a 50 años,,,F,G,Haya Real Estate,SI
140677172,huesca, Campo, Campo,Apartamento,85000 ,70 ,2 ,2 ,,SI,Comunitario,,,,10 a 20 años,,Sí,G,G,BOTO´S SERVICIOS INTEGRALES,SI
157584935,huesca, La Sotonera, La Sotonera,Casa adosada,60000 ,369 ,4 ,2 ,,SI,Privado,,,,10 a 20 años,,Sí,G,G,FINCAS VICAM,SI
156887194,huesca,Almudévar,ARTASONA-,Casa o chalet,85000 ,395 ,5 ,3 ,,SI,Privado,,,,50 a 70 años,,Sí,G,G,BOTO´S SERVICIOS INTEGRALES,SI
156392368,huesca, Monzón, Monzón,Planta baja,A consultar,78 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,50 a 70 años,,Sí,B,B,HNC,SI
160061839,huesca, Benasque, Benasque,Piso,260000 ,60 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,50 a 70 años,,Sí,A,A,Particular: Anuncio Particular,SI
160060299,huesca, Huesca Capital, Perpetuo Socorro,Piso,A consultar,58 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,50 a 70 años,,Sí,A,E,Particular: gimenezbautistaramon1@gmail.com,SI
159977098,huesca, Santa Cilia, Santa Cilia,Casa adosada,239000 ,120  terreno,4 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,5 a 10 años,,Sí,D,D,Particular: josemaria trasobares,SI
160050198,huesca, Benasque, Benasque,Apartamento,145000 ,60 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,,Sí,A,A,Particular: Mamen Garcia Esteban,SI
160046341,huesca, Huesca Capital, Perpetuo Socorro,Piso,119000 ,47 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,,Sí,B,B,Particular: ACEMOS,SI
160044288,huesca, Tamarite de Litera, Tamarite de Litera,Piso,60000 ,81 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,30 a 50 años,Sureste,Sí,C,C,Particular: Anuncio Particular,SI
160033397,huesca, Monzón, Monzón,Piso,90000 ,115 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,30 a 50 años,Sureste,Sí,C,B,Particular: Anuncio Particular,SI
156414329,huesca, Tamarite de Litera, Tamarite de Litera,Casa o chalet,A consultar,46 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,30 a 50 años,Sureste,Sí,G,G,TERRA ESPAÑA,SI
160014195,huesca, Huesca Capital, Casco Antiguo,Estudio,68000 ,47 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,30 a 50 años,Sureste,Sí,G,G,SUVIVIENDA,SI
160013290,huesca, Monzón, Monzón,Piso,49000 ,98 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,50 a 70 años,Sureste,Sí,E,G,Haya Real Estate,SI
158088408,huesca, Ayerbe, Ayerbe,Piso,76650 ,110 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Este,Sí,G,G,INMOR,SI
159413211,huesca, Biescas, Biescas,Casa adosada,192000 ,165 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,1 a 5 años,Sur,Sí,D,D,INMOR,SI
151878707,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,59850 ,94 ,3 ,2 ,,SI,Privado,Bien,Electricidad,Electricidad,30 a 50 años,Norte,No,G,G,INMOR,SI
148789017,huesca, Sallent de Gállego, Sallent de Gállego,Dúplex,219500 ,96 ,4 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Suroeste,No,G,G,INMOR,SI
156373769,huesca,Sangarrén,Sangarrén,Casa adosada,55000 ,89 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,50 a 70 años,Noreste,Sí,G,G,INMOR,SI
157249478,huesca, Siétamo, Siétamo,Casa adosada,131250 ,218 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,+ 100 años,Noreste,No,E,E,INMOR,SI
158029896,huesca, Benabarre, Benabarre,Casa o chalet,11000 ,244 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,+ 100 años,Noreste,No,G,G,Haya Real Estate,SI
157996833,huesca, Fraga, Fraga,Casa o chalet,99000 ,434 ,8 ,3 ,,SI,Privado,Bien,Gas Natural,Butano,+ 100 años,Noreste,No,E,G,Haya Real Estate,SI
157378850,huesca,Sariñena,Centro,Casa o chalet,160000 ,164 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,30 a 50 años,Noreste,No,G,G,LANDA SERVICIOS FINANCIEROS,SI
159985188,huesca, Lanaja, Lanaja,Casa adosada,A consultar,164 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,30 a 50 años,Noreste,No,D,D,Particular: Anuncio Particular,SI
156445938,huesca, Graus, Graus,Piso,83900 ,126 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,+ 100 años,Noreste,Sí,G,G,CASAS Y CAMPOS,SI
144373932,huesca,Gurrea de Gállego,La Paul,Finca rústica,60000 ,260 ,6 ,2 ,,SI,Privado,Bien,Gas Natural,Butano,+ 100 años,Noreste,Sí,G,G,INMOBILIARIA CANDEVANIA,SI
159940547,huesca,Igriés,YEQUEDA,Casa adosada,235000 ,80 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,Menos de 1 año,Sur,Sí,G,G,FINCAS VICAM,SI
159937288,huesca,Grañén,Grañén,Casa o chalet,65000 ,140 ,3 ,,,,,,,,,,,G,G,GESTINFER,SI
159925748,huesca,Panticosa,PANTICOSA,Casa o chalet,395000 ,270 ,4 ,3 ,,,,,Propano,,,,,G,G,TU HABITAT 360º,SI
159925666,huesca,Panticosa,PANTICOSA,Ático,325000 ,110 ,4 ,2 ,,,Privado,,Propano,,10 a 20 años,,,G,G,TU HABITAT 360º,SI
142748479,huesca, Jaca, Poblaciones norte,Dúplex,177000 ,115 ,3 ,2 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,5 a 10 años,Sur,Sí,G,G,Particular: José,SI
159821255,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,70000 ,75 ,3 ,2 ,,,Privado,Bien,Gas Natural,Gas Natural,20 a 30 años,Noroeste,Sí,D,E,Particular: Flori,SI
151283369,huesca,Graus,Graus,Finca rústica,125000 ,400 ,6 ,2 ,,,Privado,A reformar,Gas Natural,Gas Natural,20 a 30 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
150418143,huesca,Bielsa,Bielsa,Finca rústica,120000 ,125 ,2 ,2 ,,,Privado,A reformar,Gas Natural,Gas Natural,20 a 30 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
148689465,huesca,Bierge,Somontano de Barbastro - Bierge,Finca rústica,325000 ,2000 ,8 ,3 ,,,Privado,A reformar,Gas Natural,Gas Natural,20 a 30 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
150473863,huesca,Boltaña,Boltaña,Casa o chalet,175000 ,420 ,6 ,3 ,,,Privado,A reformar,Gas Natural,Gas Natural,20 a 30 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
147595224,huesca,Boltaña,Sobrarbe - Boltaña,Piso,84500 ,114 ,4 ,2 ,,,Comunitario,Muy bien,Gasóleo,Gasóleo,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
152284264,huesca,La Puebla de Castro,La Puebla de Castro,Casa adosada,139600 ,95 ,3 ,2 ,,,Privado,Casi nuevo,Gasóleo,Gasóleo,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150449697,huesca, La Fueva, La Fueva,Finca rústica,107000 ,600 ,6 ,2 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150357049,huesca,Aínsa-sobrarbe,Sobrarbe - Aínsa-sobrarbe,Finca rústica,180000 ,130 ,3 ,2 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
151282251,huesca,Puértolas,Puértolas,Finca rústica,140000 ,140 ,3 ,2 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
151282489,huesca,Puértolas,Puértolas,Finca rústica,295000 ,240 ,6 ,5 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
158312402,huesca, Aínsa-sobrarbe, Aínsa-sobrarbe,Finca rústica,290000 ,400 ,5 ,5 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150832774,huesca,Bárcabo,Bárcabo,Finca rústica,265000 ,475 ,7 ,3 ,,,Privado,Bien,Gasóleo,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
151504040,huesca, Bielsa, Bielsa,Piso,82000 ,90 ,3 ,3 ,,,Privado,Muy bien,Electricidad,Gas Natural,20 a 30 años,Sur,Sí,G,G,EUROPIRINEOS,SI
137047636,huesca,Aínsa-sobrarbe,Sobrarbe - Aínsa-sobrarbe,Finca rústica,99000 ,90 ,2 ,2 ,,,Privado,A reformar,Electricidad,Gas Natural,+ 100 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
155516616,huesca, Fiscal, Fiscal,Casa adosada,85000 ,60 ,2 ,2 ,,,Privado,A reformar,Electricidad,Gas Natural,+ 100 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
137047112,huesca,Aínsa-sobrarbe,Aínsa-sobrarbe,Finca rústica,78000 ,160 ,3 ,2 ,,,Privado,A reformar,Electricidad,Gas Natural,+ 100 años,Sur,Sí,G,G,EUROPIRINEOS,SI
137364324,huesca,Bielsa,Sobrarbe - Bielsa,Finca rústica,50000 ,82 ,2 ,2 ,,,Privado,A reformar,Electricidad,Gas Natural,+ 100 años,Sur,Sí,G,G,EUROPIRINEOS,SI
147904679,huesca,Aínsa-sobrarbe,Sobrarbe - Aínsa-sobrarbe,Casa o chalet,295000 ,220 ,8 ,4 ,,,Privado,Casi nuevo,Electricidad,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
157837900,huesca, Fiscal, Fiscal,Finca rústica,150000 ,520 ,9 ,4 ,,,Privado,Bien,Electricidad,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150418129,huesca,Fiscal,Fiscal,Casa o chalet,325000 ,250 ,10 ,4 ,,,Privado,Bien,Gasóleo,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150418144,huesca,La Fueva,La Fueva,Casa adosada,198000 ,200 ,4 ,2 ,,,Privado,Muy bien,Gasóleo,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150418131,huesca,Aínsa-sobrarbe,Formigales,Finca rústica,65000 ,200 ,3 ,2 ,,,Privado,Muy bien,Gasóleo,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150418130,huesca,Fanlo,Sobrarbe - Fanlo,Finca rústica,145000 ,190 ,3 ,2 ,,,Privado,A reformar,Gasóleo,Gas Natural,10 a 20 años,Sur,Sí,G,G,EUROPIRINEOS,SI
147196634,huesca,Aínsa-sobrarbe,Aínsa-sobrarbe,Finca rústica,92000 ,110 ,2 ,2 ,,,Privado,Bien,Gasóleo,Gas Natural,+ 100 años,Este,Sí,G,G,EUROPIRINEOS,SI
151064997,huesca,San Juan de Plan,San Juan de Plan,Finca rústica,145000 ,240 ,6 ,2 ,,,Privado,A reformar,Gasóleo,Gas Natural,+ 100 años,Sur,Sí,Exento,Exento,EUROPIRINEOS,SI
150408453,huesca,Aínsa-sobrarbe,Aínsa-sobrarbe,Finca rústica,550000 ,370 ,6 ,,,,Privado,A reformar,,,,,,Exento,Exento,EUROPIRINEOS,SI
150839237,huesca,Las Peñas de Riglos,Las Peñas de Riglos,Finca rústica,95000 ,460 ,8 ,2 ,,,Privado,A reformar,,,,,,Exento,Exento,EUROPIRINEOS,SI
147196637,huesca,Torla,Torla,Finca rústica,210000 ,145 ,4 ,2 ,,,Privado,A reformar,,,10 a 20 años,Sur,,G,G,EUROPIRINEOS,SI
147196676,huesca,Boltaña,Sobrarbe - Boltaña,Casa o chalet,195000 ,180 ,4 ,2 ,,,Privado,Bien,,,30 a 50 años,Sur,,G,G,EUROPIRINEOS,SI
147906332,huesca, La Fueva, La Fueva,Finca rústica,350000 ,370 ,6 ,4 ,,,Privado,Bien,,,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
144842295,huesca, Broto, Broto,Apartamento,79900 ,55 ,6 ,4 ,,,Privado,Casi nuevo,Propano,,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150832684,huesca,Bárcabo,Bárcabo,Casa o chalet,325000 ,400 ,10 ,10 ,,,Comunitario,Casi nuevo,Propano,,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150824817,huesca,Bielsa,Bielsa,Casa o chalet,395000 ,150 ,3 ,2 ,,,Privado,Casi nuevo,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150417900,huesca,Boltaña,Boltaña,Casa o chalet,279000 ,250 ,5 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
150408425,huesca, Bielsa, Bielsa,Apartamento,75000 ,60 ,5 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,Sur,Sí,G,G,EUROPIRINEOS,SI
